name	measure	value
2026-01-05_11:37:45	JaccardIndex(title)	0.3869047619047619
2026-01-05_11:37:45	JaccardIndex(description)	0.0
2026-01-05_11:37:45	JaccardIndex(narrative)	0.11559827814675148
2025-12-30_11:49:57	missing_topics	2.0
2025-12-30_11:49:57	JaccardIndex(title)	0.0
2025-12-30_11:49:57	JaccardIndex(description)	0.17469189312132336
2025-12-30_11:49:57	JaccardIndex(narrative)	0.0
2026-01-05_11:34:08	missing_topics	2.0
2026-01-05_11:34:08	JaccardIndex(title)	0.0
2026-01-05_11:34:08	JaccardIndex(description)	0.1739421827396133
2026-01-05_11:34:08	JaccardIndex(narrative)	0.0
2025-12-29_20:08:29	missing_topics	2.0
2025-12-29_20:08:29	JaccardIndex(title)	0.36768433179723503
2025-12-29_20:08:29	JaccardIndex(description)	0.15719517310692158
2025-12-29_20:08:29	JaccardIndex(narrative)	0.0
2026-01-06_12:09:09	missing_topics	2.0
2026-01-06_12:09:09	JaccardIndex(title)	0.0
2026-01-06_12:09:09	JaccardIndex(description)	0.17970173230170047
2026-01-06_12:09:09	JaccardIndex(narrative)	0.09075601274784055
2026-01-05_11:36:22	missing_topics	2.0
2026-01-05_11:36:22	RelativeLength(title)	1.2318067206079144
2026-01-05_11:36:22	RelativeLength(description)	1.8851197076834394
2026-01-05_11:36:22	RelativeLength(narrative)	0.0
2025-12-30_12:00:45	missing_topics	2.0
2025-12-30_12:00:45	RelativeLength(title)	1.2141254131677308
2025-12-30_12:00:45	RelativeLength(description)	0.0
2025-12-30_12:00:45	RelativeLength(narrative)	1.2044769858532967
2025-12-29_20:16:23	missing_topics	2.0
2025-12-29_20:16:23	RelativeLength(title)	0.0
2025-12-29_20:16:23	RelativeLength(description)	1.3953015387212377
2025-12-29_20:16:23	RelativeLength(narrative)	1.9773479199540398
2025-12-30_12:04:29	missing_topics	3.0
2025-12-30_12:04:29	RelativeLength(title)	0.0
2025-12-30_12:04:29	RelativeLength(description)	1.2876565371539381
2025-12-30_12:04:29	RelativeLength(narrative)	1.6806461974702043
2025-12-29_20:11:51	missing_topics	2.0
2025-12-29_20:11:51	RelativeLength(title)	1.0835790557516967
2025-12-29_20:11:51	RelativeLength(description)	0.0
2025-12-29_20:11:51	RelativeLength(narrative)	1.3398047705645293
2026-01-06_12:03:56	missing_topics	2.0
2026-01-06_12:03:56	RelativeLength(title)	0.0
2026-01-06_12:03:56	RelativeLength(description)	2.1285712311876344
2026-01-06_12:03:56	RelativeLength(narrative)	0.0
2026-01-06_12:07:35	missing_topics	2.0
2026-01-06_12:07:35	RelativeLength(title)	1.1430910388285938
2026-01-06_12:07:35	RelativeLength(description)	0.0
2026-01-06_12:07:35	RelativeLength(narrative)	1.7521043257758606
2025-12-29_20:03:41	missing_topics	3.0
2025-12-29_20:03:41	RelativeLength(title)	0.0
2025-12-29_20:03:41	RelativeLength(description)	0.0
2025-12-29_20:03:41	RelativeLength(narrative)	1.81350422145518
2025-12-29_20:00:59	missing_topics	2.0
2025-12-29_20:00:59	RelativeLength(title)	0.0
2025-12-29_20:00:59	RelativeLength(description)	2.0045984471555993
2025-12-29_20:00:59	RelativeLength(narrative)	0.0
2026-01-05_11:33:15	missing_topics	2.0
2026-01-05_11:33:15	RelativeLength(title)	1.2569220014742284
2026-01-05_11:33:15	RelativeLength(description)	0.0
2026-01-05_11:33:15	RelativeLength(narrative)	0.0
2025-12-30_11:56:41	missing_topics	2.0
2025-12-30_11:56:41	RelativeLength(title)	1.1838071465951168
2025-12-30_11:56:41	RelativeLength(description)	1.6051746517796583
2025-12-30_11:56:41	RelativeLength(narrative)	0.0
2026-01-06_12:03:21	missing_topics	2.0
2026-01-06_12:03:21	RelativeLength(title)	1.0925870537400155
2026-01-06_12:03:21	RelativeLength(description)	0.0
2026-01-06_12:03:21	RelativeLength(narrative)	0.0
2026-01-06_12:04:53	missing_topics	2.0
2026-01-06_12:04:53	RelativeLength(title)	0.0
2026-01-06_12:04:53	RelativeLength(description)	0.0
2026-01-06_12:04:53	RelativeLength(narrative)	2.1117146111269856
2026-01-05_11:39:14	missing_topics	2.0
2026-01-05_11:39:14	RelativeLength(title)	0.0
2026-01-05_11:39:14	RelativeLength(description)	1.4136143704631765
2026-01-05_11:39:14	RelativeLength(narrative)	2.250223291719373
2026-01-05_11:35:11	missing_topics	2.0
2026-01-05_11:35:11	RelativeLength(title)	0.0
2026-01-05_11:35:11	RelativeLength(description)	0.0
2026-01-05_11:35:11	RelativeLength(narrative)	1.7788344546246502
2025-12-30_11:47:18	missing_topics	2.0
2025-12-30_11:47:18	RelativeLength(title)	1.2075893506186075
2025-12-30_11:47:18	RelativeLength(description)	0.0
2025-12-30_11:47:18	RelativeLength(narrative)	0.0
2026-01-06_12:06:30	missing_topics	2.0
2026-01-06_12:06:30	RelativeLength(title)	1.1313823678937578
2026-01-06_12:06:30	RelativeLength(description)	2.043179811175938
2026-01-06_12:06:30	RelativeLength(narrative)	0.0
2025-12-30_11:53:10	missing_topics	3.0
2025-12-30_11:53:10	RelativeLength(title)	0.0
2025-12-30_11:53:10	RelativeLength(description)	0.0
2025-12-30_11:53:10	RelativeLength(narrative)	1.5383203702037915
2025-12-29_19:56:17	missing_topics	2.0
2025-12-29_19:56:17	RelativeLength(title)	1.1234876673059024
2025-12-29_19:56:17	RelativeLength(description)	0.0
2025-12-29_19:56:17	RelativeLength(narrative)	0.0
2026-01-05_11:37:45	missing_topics	2.0
2026-01-05_11:37:45	RelativeLength(title)	1.2142271635786475
2026-01-05_11:37:45	RelativeLength(description)	0.0
2026-01-05_11:37:45	RelativeLength(narrative)	2.155235274020969
2025-12-30_11:49:57	missing_topics	2.0
2025-12-30_11:49:57	RelativeLength(title)	0.0
2025-12-30_11:49:57	RelativeLength(description)	1.7959634622069183
2025-12-30_11:49:57	RelativeLength(narrative)	0.0
2026-01-05_11:34:08	missing_topics	2.0
2026-01-05_11:34:08	RelativeLength(title)	0.0
2026-01-05_11:34:08	RelativeLength(description)	1.8860978704271547
2026-01-05_11:34:08	RelativeLength(narrative)	0.0
2025-12-29_20:08:29	missing_topics	2.0
2025-12-29_20:08:29	RelativeLength(title)	1.0861443246316551
2025-12-29_20:08:29	RelativeLength(description)	1.9957581519565206
2025-12-29_20:08:29	RelativeLength(narrative)	0.0
2026-01-06_12:09:09	missing_topics	2.0
2026-01-06_12:09:09	RelativeLength(title)	0.0
2026-01-06_12:09:09	RelativeLength(description)	1.250306141079973
2026-01-06_12:09:09	RelativeLength(narrative)	2.1820513868196976
2026-01-05_11:36:22	missing_topics	2.0
2026-01-05_11:36:22	CosineSimilarity(title)	0.7179862322405942
2026-01-05_11:36:22	CosineSimilarity(description)	0.7014396328839564
2025-12-30_12:00:45	missing_topics	2.0
2025-12-30_12:00:45	CosineSimilarity(title)	0.7804251330033425
2025-12-30_12:00:45	CosineSimilarity(narrative)	0.6650873267602536
2025-12-29_20:16:23	missing_topics	2.0
2025-12-29_20:16:23	CosineSimilarity(description)	0.7377293374269239
2025-12-29_20:16:23	CosineSimilarity(narrative)	0.6416155306562301
2025-12-30_12:04:29	missing_topics	3.0
2025-12-30_12:04:29	CosineSimilarity(description)	0.7380420143305049
2025-12-30_12:04:29	CosineSimilarity(narrative)	0.6307115179565754
2025-12-29_20:11:51	missing_topics	2.0
2025-12-29_20:11:51	CosineSimilarity(title)	0.8190140354657366
2025-12-29_20:11:51	CosineSimilarity(narrative)	0.6646460943645046
2026-01-06_12:03:56	missing_topics	2.0
2026-01-06_12:03:56	CosineSimilarity(description)	0.7521632187549145
2026-01-06_12:07:35	missing_topics	2.0
2026-01-06_12:07:35	CosineSimilarity(title)	0.8063386578954035
2026-01-06_12:07:35	CosineSimilarity(narrative)	0.6816024490061307
2025-12-29_20:03:41	missing_topics	3.0
2025-12-29_20:03:41	CosineSimilarity(narrative)	0.6693741535609551
2025-12-29_20:00:59	missing_topics	2.0
2025-12-29_20:00:59	CosineSimilarity(description)	0.7687072351334556
2026-01-05_11:33:15	missing_topics	2.0
2026-01-05_11:33:15	CosineSimilarity(title)	0.7898153034789909
2025-12-30_11:56:41	missing_topics	2.0
2025-12-30_11:56:41	CosineSimilarity(title)	0.7073128674885318
2025-12-30_11:56:41	CosineSimilarity(description)	0.6888294407436925
2026-01-06_12:03:21	missing_topics	2.0
2026-01-06_12:03:21	CosineSimilarity(title)	0.8000256681754705
2026-01-06_12:04:53	missing_topics	2.0
2026-01-06_12:04:53	CosineSimilarity(narrative)	0.6833858208790902
2026-01-05_11:39:14	missing_topics	2.0
2026-01-05_11:39:14	CosineSimilarity(description)	0.7382595773425794
2026-01-05_11:39:14	CosineSimilarity(narrative)	0.6593726121129528
2026-01-05_11:35:11	missing_topics	2.0
2026-01-05_11:35:11	CosineSimilarity(narrative)	0.6814990100120345
2025-12-30_11:47:18	missing_topics	2.0
2025-12-30_11:47:18	CosineSimilarity(title)	0.774529030005778
2026-01-06_12:06:30	missing_topics	2.0
2026-01-06_12:06:30	CosineSimilarity(title)	0.731762022771422
2026-01-06_12:06:30	CosineSimilarity(description)	0.6902355217645245
2025-12-30_11:53:10	missing_topics	3.0
2025-12-30_11:53:10	CosineSimilarity(narrative)	0.668143147881697
2025-12-29_19:56:17	missing_topics	2.0
2025-12-29_19:56:17	CosineSimilarity(title)	0.8285974125347791
2026-01-05_11:37:45	missing_topics	2.0
2026-01-05_11:37:45	CosineSimilarity(title)	0.7946149302466262
2026-01-05_11:37:45	CosineSimilarity(narrative)	0.6853603309681339
2025-12-30_11:49:57	missing_topics	2.0
2025-12-30_11:49:57	CosineSimilarity(description)	0.7518452073056852
2026-01-05_11:34:08	missing_topics	2.0
2026-01-05_11:34:08	CosineSimilarity(description)	0.7547971415183237
2025-12-29_20:08:29	missing_topics	2.0
2025-12-29_20:08:29	CosineSimilarity(title)	0.7573799866762373
2025-12-29_20:08:29	CosineSimilarity(description)	0.6969010416538485
2026-01-06_12:09:09	missing_topics	2.0
2026-01-06_12:09:09	CosineSimilarity(description)	0.7378264144062996
2026-01-06_12:09:09	CosineSimilarity(narrative)	0.6507863100738295
2026-01-05_11:36:22	model	GPT-OSS-120B
2025-12-30_12:00:45	model	GPT-OSS-20B
2025-12-29_20:16:23	model	Qwen3-Next-80B
2025-12-30_12:04:29	model	GPT-OSS-20B
2025-12-29_20:11:51	model	Qwen3-Next-80B
2026-01-06_12:03:56	model	Qwen3-30B
2026-01-06_12:07:35	model	Qwen3-30B
2025-12-29_20:03:41	model	Qwen3-Next-80B
2025-12-29_20:00:59	model	Qwen3-Next-80B
2026-01-05_11:33:15	model	GPT-OSS-120B
2025-12-30_11:56:41	model	GPT-OSS-20B
2026-01-06_12:03:21	model	Qwen3-30B
2026-01-06_12:04:53	model	Qwen3-30B
2026-01-05_11:39:14	model	GPT-OSS-120B
2026-01-05_11:35:11	model	GPT-OSS-120B
2025-12-30_11:47:18	model	GPT-OSS-20B
2026-01-06_12:06:30	model	Qwen3-30B
2025-12-30_11:53:10	model	GPT-OSS-20B
2025-12-29_19:56:17	model	Qwen3-Next-80B
2026-01-05_11:37:45	model	GPT-OSS-120B
2025-12-30_11:49:57	model	GPT-OSS-20B
2026-01-05_11:34:08	model	GPT-OSS-120B
2025-12-29_20:08:29	model	Qwen3-Next-80B
2026-01-06_12:09:09	model	Qwen3-30B
2026-01-05_11:36:22	data	robust
2025-12-30_12:00:45	data	robust
2025-12-29_20:16:23	data	robust
2025-12-30_12:04:29	data	robust
2025-12-29_20:11:51	data	robust
2026-01-06_12:03:56	data	robust
2026-01-06_12:07:35	data	robust
2025-12-29_20:03:41	data	robust
2025-12-29_20:00:59	data	robust
2026-01-05_11:33:15	data	robust
2025-12-30_11:56:41	data	robust
2026-01-06_12:03:21	data	robust
2026-01-06_12:04:53	data	robust
2026-01-05_11:39:14	data	robust
2026-01-05_11:35:11	data	robust
2025-12-30_11:47:18	data	robust
2026-01-06_12:06:30	data	robust
2025-12-30_11:53:10	data	robust
2025-12-29_19:56:17	data	robust
2026-01-05_11:37:45	data	robust
2025-12-30_11:49:57	data	robust
2026-01-05_11:34:08	data	robust
2025-12-29_20:08:29	data	robust
2026-01-06_12:09:09	data	robust
2026-01-05_11:36:22	prompt	topic-masked-title-description
2025-12-30_12:00:45	prompt	topic-masked-title-narrative
2025-12-29_20:16:23	prompt	topic-masked-description-narrative
2025-12-30_12:04:29	prompt	topic-masked-description-narrative
2025-12-29_20:11:51	prompt	topic-masked-title-narrative
2026-01-06_12:03:56	prompt	topic-masked-description
2026-01-06_12:07:35	prompt	topic-masked-title-narrative
2025-12-29_20:03:41	prompt	topic-masked-narrative
2025-12-29_20:00:59	prompt	topic-masked-description
2026-01-05_11:33:15	prompt	topic-masked-title
2025-12-30_11:56:41	prompt	topic-masked-title-description
2026-01-06_12:03:21	prompt	topic-masked-title
2026-01-06_12:04:53	prompt	topic-masked-narrative
2026-01-05_11:39:14	prompt	topic-masked-description-narrative
2026-01-05_11:35:11	prompt	topic-masked-narrative
2025-12-30_11:47:18	prompt	topic-masked-title
2026-01-06_12:06:30	prompt	topic-masked-title-description
2025-12-30_11:53:10	prompt	topic-masked-narrative
2025-12-29_19:56:17	prompt	topic-masked-title
2026-01-05_11:37:45	prompt	topic-masked-title-narrative
2025-12-30_11:49:57	prompt	topic-masked-description
2026-01-05_11:34:08	prompt	topic-masked-description
2025-12-29_20:08:29	prompt	topic-masked-title-description
2026-01-06_12:09:09	prompt	topic-masked-description-narrative
2026-01-05_11:36:22	k	
2025-12-30_12:00:45	k	
2025-12-29_20:16:23	k	
2025-12-30_12:04:29	k	
2025-12-29_20:11:51	k	
2026-01-06_12:03:56	k	
2026-01-06_12:07:35	k	
2025-12-29_20:03:41	k	
2025-12-29_20:00:59	k	
2026-01-05_11:33:15	k	
2025-12-30_11:56:41	k	
2026-01-06_12:03:21	k	
2026-01-06_12:04:53	k	
2026-01-05_11:39:14	k	
2026-01-05_11:35:11	k	
2025-12-30_11:47:18	k	
2026-01-06_12:06:30	k	
2025-12-30_11:53:10	k	
2025-12-29_19:56:17	k	
2026-01-05_11:37:45	k	
2025-12-30_11:49:57	k	
2026-01-05_11:34:08	k	
2025-12-29_20:08:29	k	
2026-01-06_12:09:09	k	
2026-01-05_11:36:22	nqueries	0
2025-12-30_12:00:45	nqueries	0
2025-12-29_20:16:23	nqueries	0
2025-12-30_12:04:29	nqueries	0
2025-12-29_20:11:51	nqueries	0
2026-01-06_12:03:56	nqueries	0
2026-01-06_12:07:35	nqueries	0
2025-12-29_20:03:41	nqueries	0
2025-12-29_20:00:59	nqueries	0
2026-01-05_11:33:15	nqueries	0
2025-12-30_11:56:41	nqueries	0
2026-01-06_12:03:21	nqueries	0
2026-01-06_12:04:53	nqueries	0
2026-01-05_11:39:14	nqueries	0
2026-01-05_11:35:11	nqueries	0
2025-12-30_11:47:18	nqueries	0
2026-01-06_12:06:30	nqueries	0
2025-12-30_11:53:10	nqueries	0
2025-12-29_19:56:17	nqueries	0
2026-01-05_11:37:45	nqueries	0
2025-12-30_11:49:57	nqueries	0
2026-01-05_11:34:08	nqueries	0
2025-12-29_20:08:29	nqueries	0
2026-01-06_12:09:09	nqueries	0
2026-01-05_11:36:22	ndocspos	0
2025-12-30_12:00:45	ndocspos	0
2025-12-29_20:16:23	ndocspos	0
2025-12-30_12:04:29	ndocspos	0
2025-12-29_20:11:51	ndocspos	0
2026-01-06_12:03:56	ndocspos	0
2026-01-06_12:07:35	ndocspos	0
2025-12-29_20:03:41	ndocspos	0
2025-12-29_20:00:59	ndocspos	0
2026-01-05_11:33:15	ndocspos	0
2025-12-30_11:56:41	ndocspos	0
2026-01-06_12:03:21	ndocspos	0
2026-01-06_12:04:53	ndocspos	0
2026-01-05_11:39:14	ndocspos	0
2026-01-05_11:35:11	ndocspos	0
2025-12-30_11:47:18	ndocspos	0
2026-01-06_12:06:30	ndocspos	0
2025-12-30_11:53:10	ndocspos	0
2025-12-29_19:56:17	ndocspos	0
2026-01-05_11:37:45	ndocspos	0
2025-12-30_11:49:57	ndocspos	0
2026-01-05_11:34:08	ndocspos	0
2025-12-29_20:08:29	ndocspos	0
2026-01-06_12:09:09	ndocspos	0
2026-01-05_11:36:22	ndocsneg	0
2025-12-30_12:00:45	ndocsneg	0
2025-12-29_20:16:23	ndocsneg	0
2025-12-30_12:04:29	ndocsneg	0
2025-12-29_20:11:51	ndocsneg	0
2026-01-06_12:03:56	ndocsneg	0
2026-01-06_12:07:35	ndocsneg	0
2025-12-29_20:03:41	ndocsneg	0
2025-12-29_20:00:59	ndocsneg	0
2026-01-05_11:33:15	ndocsneg	0
2025-12-30_11:56:41	ndocsneg	0
2026-01-06_12:03:21	ndocsneg	0
2026-01-06_12:04:53	ndocsneg	0
2026-01-05_11:39:14	ndocsneg	0
2026-01-05_11:35:11	ndocsneg	0
2025-12-30_11:47:18	ndocsneg	0
2026-01-06_12:06:30	ndocsneg	0
2025-12-30_11:53:10	ndocsneg	0
2025-12-29_19:56:17	ndocsneg	0
2026-01-05_11:37:45	ndocsneg	0
2025-12-30_11:49:57	ndocsneg	0
2026-01-05_11:34:08	ndocsneg	0
2025-12-29_20:08:29	ndocsneg	0
2026-01-06_12:09:09	ndocsneg	0
2026-01-05_11:36:22	output	../data/interim/robust/topics-masked
2025-12-30_12:00:45	output	../data/interim/robust/topics-masked
2025-12-29_20:16:23	output	../data/interim/robust/topics-masked
2025-12-30_12:04:29	output	../data/interim/robust/topics-masked
2025-12-29_20:11:51	output	../data/interim/robust/topics-masked
2026-01-06_12:03:56	output	../data/interim/robust/topics-masked
2026-01-06_12:07:35	output	../data/interim/robust/topics-masked
2025-12-29_20:03:41	output	../data/interim/robust/topics-masked
2025-12-29_20:00:59	output	../data/interim/robust/topics-masked
2026-01-05_11:33:15	output	../data/interim/robust/topics-masked
2025-12-30_11:56:41	output	../data/interim/robust/topics-masked
2026-01-06_12:03:21	output	../data/interim/robust/topics-masked
2026-01-06_12:04:53	output	../data/interim/robust/topics-masked
2026-01-05_11:39:14	output	../data/interim/robust/topics-masked
2026-01-05_11:35:11	output	../data/interim/robust/topics-masked
2025-12-30_11:47:18	output	../data/interim/robust/topics-masked
2026-01-06_12:06:30	output	../data/interim/robust/topics-masked
2025-12-30_11:53:10	output	../data/interim/robust/topics-masked
2025-12-29_19:56:17	output	../data/interim/robust/topics-masked
2026-01-05_11:37:45	output	../data/interim/robust/topics-masked
2025-12-30_11:49:57	output	../data/interim/robust/topics-masked
2026-01-05_11:34:08	output	../data/interim/robust/topics-masked
2025-12-29_20:08:29	output	../data/interim/robust/topics-masked
2026-01-06_12:09:09	output	../data/interim/robust/topics-masked
2026-01-05_11:36:22	task	topics
2025-12-30_12:00:45	task	topics
2025-12-29_20:16:23	task	topics
2025-12-30_12:04:29	task	topics
2025-12-29_20:11:51	task	topics
2026-01-06_12:03:56	task	topics
2026-01-06_12:07:35	task	topics
2025-12-29_20:03:41	task	topics
2025-12-29_20:00:59	task	topics
2026-01-05_11:33:15	task	topics
2025-12-30_11:56:41	task	topics
2026-01-06_12:03:21	task	topics
2026-01-06_12:04:53	task	topics
2026-01-05_11:39:14	task	topics
2026-01-05_11:35:11	task	topics
2025-12-30_11:47:18	task	topics
2026-01-06_12:06:30	task	topics
2025-12-30_11:53:10	task	topics
2025-12-29_19:56:17	task	topics
2026-01-05_11:37:45	task	topics
2025-12-30_11:49:57	task	topics
2026-01-05_11:34:08	task	topics
2025-12-29_20:08:29	task	topics
2026-01-06_12:09:09	task	topics
